NOMBRE_DEL_PROGRAMA,CINE_F_2013_AC_CAMPO_DETALLADO,NÚMERO_PERIODOS_DE_DURACIÓN,PERIODICIDAD,COSTO_MATRÍCULA_ESTUD_NUEVOS,MEDIANA_SALARIO,costo_total_con_inflacion
LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,8,Semestral,24162990,3021412,285597928.90976554
LICENCIATURA EN FISICA,CIENCIAS DE LA EDUCACION,8,Semestral,24162990,3021412,285597928.90976554
LICENCIATURA EN HISTORIA,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,8,Semestral,24162990,3381944,285597928.90976554
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,8,Semestral,24162990,3021412,285597928.90976554
LICENCIATURA EN QUIMICA,CIENCIAS DE LA EDUCACION,8,Semestral,24162990,3021412,285597928.90976554
LITERATURA,LITERATURA Y LINGUISTICA,8,Semestral,24162990,3138889,285597928.90976554
MATEMATICAS,MATEMATICAS,8,Semestral,24162990,3125000,285597928.90976554
MEDICINA,MEDICINA,12,Semestral,34383115,3500000,740965614.9731567
MICROBIOLOGIA,BIOLOGIA,8,Semestral,24162990,3444444,285597928.90976554
MUSICA,MUSICA Y ARTES ESCENICAS,10,Semestral,24162990,3131173,393589645.7787706
NARRATIVAS DIGITALES,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,24162990,3050926,285597928.90976554
PSICOLOGIA,PSICOLOGIA,9,Semestral,24162990,2333333,337362553.5246605
QUIMICA,QUIMICA,8,Semestral,24162990,3305556,285597928.90976554
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4077154,3362637,48190506.97973083
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,4077154,2958333,66412542.431441545
DERECHO,DERECHO,10,Semestral,4077154,2761905,66412542.431441545
ECONOMIA,ECONOMIA,10,Semestral,4077154,3262821,66412542.431441545
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,4077154,3809524,66412542.431441545
INGENIERIA INFORMATICA,USO DE COMPUTADORES,8,Semestral,4077154,3937500,48190506.97973083
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,8,Semestral,2870712,3021412,33930792.57560471
ADMINISTRACION AMBIENTAL,GESTION Y ADMINISTRACION,10,Semestral,6239520,3362637,101635206.01670384
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,4435200,3362637,61924058.13157123
ADMINISTRACION DE EMPRESAS,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,2320080,3141667,32392850.105946925
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,10046720,4076923,163650482.24737462
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4525120,2958333,63179517.03019833
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,2194363,2958333,30637595.141993385
DISENO DE ESPACIOS Y ESCENARIOS,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,7757610,3645238,91692185.00233978
DISENO GRAFICO,BELLAS ARTES,8,Semestral,7757610,3068750,91692185.00233978
ECONOMIA,ECONOMIA,9,Semestral,4791360,3262821,66896747.64819741
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6166800,4076923,100450673.8441113
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,7510240,4157197,122333895.81809016
INGENIERIA DE TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,10,Semestral,6744800,4157197,109865684.7868849
INGENIERIA FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,6708370,3141667,93661952.97801419
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,9274560,3809524,151072809.49724993
MARKETING,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,6213840,3579710,73445373.87867385
MARKETING,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,3838583,3579710,45370682.798289225
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,2430556,3362637,28728305.549073357
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,7191900,3362637,85005694.4494925
PSICOLOGIA,PSICOLOGIA,9,Semestral,7019470,2333333,98005516.84993243
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3898423,3362637,46077970.268339925
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,3071436,3307292,36303278.707597636
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3681456,2958333,43513497.66615927
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3726816,2958333,44049636.697601445
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3285280,2958333,38830838.56297066
DERECHO,DERECHO,10,Semestral,4419552,2761905,71989845.05563498
DERECHO,DERECHO,10,Semestral,3378016,2761905,55024321.115682274
DERECHO,DERECHO,9,Semestral,4099363,2761905,57235117.404945046
DISENO CROSSMEDIA,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,1981280,3050926,23418023.37336316
DISENO CROSSMEDIA,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,3423856,3050926,40468757.48759877
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4368555,4076923,71159157.66281728
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,4496194,4758929,53143410.41305378
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,4985406,4138889,81207010.4570402
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,8,Semestral,2600368,3021412,30735422.859639026
MEDICINA,MEDICINA,12,Semestral,15350727,3500000,330812402.3038646
PSICOLOGIA,PSICOLOGIA,8,Semestral,3886320,2333333,45934917.12245049
PSICOLOGIA,PSICOLOGIA,8,Semestral,3936608,2333333,46529303.357308604
PSICOLOGIA,PSICOLOGIA,8,Semestral,4190736,2333333,49533005.73346242
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4272015,3362637,50493694.54158827
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3982784,2958333,47075087.21788783
DERECHO,DERECHO,10,Semestral,5082272,2761905,82784855.52621444
ENFERMERIA,MEDICINA,8,Semestral,5870100,3500000,69382489.60468943
ENFERMERIA,ENFERMERIA Y PARTERIA,8,Semestral,5280639,2666667,62415270.69787867
ENFERMERIA,ENFERMERIA Y PARTERIA,8,Semestral,7172550,2666667,84776984.34679395
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4561264,4157197,74298184.20913382
"LICENCIATURA EN EDUCACION FISICA, RECREACION Y DEPORTES",CIENCIAS DE LA EDUCACION,8,Semestral,3575100,3021412,42256407.65672223
LICENCIATURA EN LENGUA CASTELLANA E INGLES,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,8,Semestral,3526758,3381944,41685022.448213026
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,5645679,3555556,91962161.87610242
PSICOLOGIA,PSICOLOGIA,8,Semestral,4123728,2333333,48740995.058443084
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3864525,3362637,45677307.99127143
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,2830408,3362637,33454413.661952913
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3009544,3362637,35571737.3289817
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3426422,3362637,40499086.69294887
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3369165,3362637,39822329.36218863
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3586762,3362637,42394248.339805976
COMERCIO INTERNACIONAL,GESTION Y ADMINISTRACION,8,Semestral,3864525,3362637,45677307.99127143
COMERCIO INTERNACIONAL,GESTION Y ADMINISTRACION,8,Semestral,4384620,3362637,51824645.50357121
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,3907093,3307292,46180446.57792113
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3474864,2958333,41071653.86581311
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3564792,2958333,42134570.771005616
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3858462,2958333,45605645.49242589
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,1775410,2958333,20984713.355660323
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,2567964,2958333,30352419.1300347
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3381248,2958333,39965146.11520705
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3637200,2958333,42990407.52119664
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3509584,2958333,41482031.88987996
DERECHO,DERECHO,10,Semestral,2708710,2761905,44122031.64498325
DERECHO,DERECHO,10,Semestral,512478,2761905,8347726.605416499
DERECHO,DERECHO,10,Semestral,4534704,2761905,73865549.79626173
DERECHO,DERECHO,10,Semestral,3621296,2761905,58987095.963706434
DERECHO,DERECHO,10,Semestral,3298816,2761905,53734236.57127454
DERECHO,DERECHO,10,Semestral,3461627,2761905,56386256.202077165
DERECHO,DERECHO,10,Semestral,4009488,2761905,65310334.59328632
DERECHO,DERECHO,10,Semestral,4107248,2761905,66902741.98042395
DERECHO,DERECHO,9,Semestral,4976206,2761905,69477558.9868943
DERECHO,DERECHO,10,Semestral,4557120,2761905,74230682.81580016
DERECHO,DERECHO,10,Semestral,4573280,2761905,74493912.1874874
DISENO CROSSMEDIA,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,4859093,3050926,57432747.237818636
ECONOMIA,ECONOMIA,8,Semestral,3864525,3262821,45677307.99127143
ENFERMERIA,MEDICINA,8,Semestral,5706897,3500000,67453488.31834778
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,5061240,3684524,82442266.4083106
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,5799744,3684524,94471718.38284709
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,4877028,3684524,79441647.03843135
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4241808,4076923,69094582.59021568
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,3929340,4076923,64004808.12781674
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4653435,4076923,75799552.67558086
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4775696,4157197,77791055.53522523
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,4116150,4157197,57469496.725799724
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,2875796,4157197,46843686.521080606
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,3095818,4157197,50427613.05680887
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,3544230,4157197,49484376.02625783
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4662032,4157197,75939588.74664491
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,3536128,4758929,41795772.50827946
INGENIERIA DE TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4477215,4157197,72929114.56427366
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4775696,4157197,77791055.53522523
INGENIERIA INDUSTRIAL,INDUSTRIA Y PROCESAMIENTO NO CLASIFICADOS EN OTRA PARTE,10,Semestral,4806848,3444444,78298488.78935893
INGENIERIA INDUSTRIAL,INDUSTRIA Y PROCESAMIENTO NO CLASIFICADOS EN OTRA PARTE,10,Semestral,1911077,3444444,31129430.566579536
INGENIERIA INDUSTRIAL,INDUSTRIA Y PROCESAMIENTO NO CLASIFICADOS EN OTRA PARTE,9,Semestral,2542850,3444444,35503154.58600873
INGENIERIA INDUSTRIAL,INDUSTRIA Y PROCESAMIENTO NO CLASIFICADOS EN OTRA PARTE,10,Semestral,3547170,3444444,57779661.53266139
MEDICINA,MEDICINA,12,Semestral,12215628,3500000,263250153.84159672
MEDICINA,MEDICINA,12,Semestral,11381893,3500000,245282934.553884
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,4779091,3555556,77846356.50780432
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,5344453,3555556,87055507.74764581
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,2304603,3555556,37539554.43555173
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,3409875,3579710,40303507.05112185
NARRATIVA TRANSMEDIA,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,4859093,3050926,57432747.237818636
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8962553,2833333,145990544.23908043
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,10378692,2833333,169057956.31778023
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,9383400,2833333,152845698.4090345
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8745293,2833333,142451607.77294376
PSICOLOGIA,PSICOLOGIA,8,Semestral,4794400,2333333,56668099.03761827
PSICOLOGIA,PSICOLOGIA,8,Semestral,2565456,2333333,30322775.464010514
PSICOLOGIA,PSICOLOGIA,8,Semestral,3593424,2333333,42472990.80513816
PSICOLOGIA,PSICOLOGIA,8,Semestral,4093376,2333333,48382245.237404
PSICOLOGIA,PSICOLOGIA,8,Semestral,4623808,2333333,54651762.40508336
PSICOLOGIA,PSICOLOGIA,8,Semestral,4052720,2333333,47901705.80922249
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4844488,3362637,57260121.343766324
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3446115,2958333,40731850.93338518
INGENIERIA INDUSTRIAL,INDUSTRIA Y PROCESAMIENTO NO CLASIFICADOS EN OTRA PARTE,10,Semestral,2970660,3444444,48388921.11982676
PSICOLOGIA,PSICOLOGIA,8,Semestral,4158096,2333333,49147212.56798022
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,445820,3362637,7261938.025099192
COMERCIO INTERNACIONAL,GESTION Y ADMINISTRACION,8,Semestral,3725532,3362637,44034460.275282845
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,4081744,2958333,48244759.143626764
DERECHO,DERECHO,10,Semestral,4440480,2761905,72330740.12312695
ENFERMERIA,MEDICINA,8,Semestral,5562480,3500000,65746530.8557423
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4432880,4076923,72206944.13149187
INGENIERIA DE SOFTWARE,ELECTRONICA Y AUTOMATIZACION,8,Semestral,5061240,4157197,59822052.72258366
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,3982785,4157197,64875370.86109795
MEDICINA,MEDICINA,12,Semestral,13980120,3500000,301275443.286582
PSICOLOGIA,PSICOLOGIA,8,Semestral,4099920,2333333,48459592.98479724
ADMINISTRACION AMBIENTAL,GESTION Y ADMINISTRACION,9,Semestral,3686400,3362637,51469347.01844882
ADMINISTRACION LOGISTICA,GESTION Y ADMINISTRACION,9,Semestral,3721600,3362637,51960807.79727081
ADMINISTRACION TURISTICA Y HOTELERA,GESTION Y ADMINISTRACION,9,Semestral,3918160,3362637,54705169.46446545
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,3937600,2958333,64139354.82398856
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4556800,4076923,74225470.35299447
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4204320,4157197,68483942.57252935
INGENIERIA FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,4246400,3141667,59288041.226980545
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,2555345,3362637,30203267.048073307
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,7,Semestral,4537682,3362637,44694819.82055762
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,6335631,3362637,74884900.08630995
ADMINISTRACION TURISTICA Y HOTELERA,GESTION Y ADMINISTRACION,9,Semestral,4501005,3362637,62842824.51084343
ARTES AUDIOVISUALES,ARTES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,7359352,3133333,86984917.40127943
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,6681576,3307292,78973846.67432281
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3009960,2958333,42024922.892700255
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,2294927,2958333,32041665.078398354
DERECHO,DERECHO,10,Semestral,5356391,2761905,87249965.18819049
DERECHO,DERECHO,10,Semestral,4511059,2761905,73480397.66176021
ECONOMIA,ECONOMIA,9,Semestral,3668600,3262821,51220824.23824906
ENFERMERIA,MEDICINA,8,Semestral,5644800,3500000,66719523.91280402
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,7714416,3809524,107708320.89536509
INGENIERIA DE MERCADOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,5163196,3809524,72088304.75484669
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,5741666,4157197,80164876.25272053
INGENIERIA EN ENERGIA,ELECTRICIDAD Y ENERGIA,9,Semestral,6600341,3857143,92153657.0554187
INGENIERIA FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,5441673,3141667,75976387.80325614
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,6160106,3809524,86007116.26096699
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,6304194,3809524,88018866.28082219
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,8,Semestral,4148505,3021412,49033850.366689175
LITERATURA,LITERATURA Y LINGUISTICA,8,Semestral,3558442,3138889,42059516.034461126
MEDICINA,MEDICINA,12,Semestral,22678521,3500000,488728384.8321087
MUSICA,MUSICA Y ARTES ESCENICAS,10,Semestral,5636429,3131173,91811489.12312551
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,9,Semestral,6212747,3362637,86742087.47852291
PROFESIONAL  EN GASTRONOMIA Y  ALTA COCINA,"HOTELERIA, RESTAURANTES Y SERVICIOS DE BANQUETES",8,Semestral,8601128,3284722,101662267.09061229
PSICOLOGIA,PSICOLOGIA,10,Semestral,6406930,2333333,104362138.51139197
PSICOLOGIA,PSICOLOGIA,10,Semestral,4242112,2333333,69099534.42988108
PSICOLOGIA,PSICOLOGIA,10,Semestral,5240146,2333333,85356456.62929305
SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,9,Semestral,3127014,3362637,43659225.4496386
BACTERIOLOGIA,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,7128000,3583333,116107608.99669607
ENFERMERIA,MEDICINA,8,Semestral,4767000,3500000,56344240.80433971
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",8,Semestral,5530000,3333333,65362628.83322815
FONOAUDIOLOGIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",8,Semestral,6144000,3333333,72619889.97312002
MEDICINA,MEDICINA,14,Semestral,12792000,3500000,354581990.280403
NUTRICION Y DIETETICA,SALUD NO CLASIFICADA EN OTRA PARTE,8,Semestral,4358000,3366667,51510006.592261896
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,10195000,2833333,166065807.1999602
OPTOMETRIA,SALUD NO CLASIFICADA EN OTRA PARTE,10,Semestral,6881000,3366667,112084239.26855579
PSICOLOGIA,PSICOLOGIA,10,Semestral,5242000,2333333,85386656.33567351
TERAPIA OCUPACIONAL,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",8,Semestral,5161000,3333333,61001180.36316283
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,2826000,3222222,33402312.673183136
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,4403377,3362637,71726371.34975372
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,9121835,3362637,127358640.1530035
ARTES CULINARIAS Y GASTRONOMIA,ARTES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,12693698,3133333,177228826.85259053
"CIENCIA POLITICA, GOBIERNO Y RELACIONES INTERNACIONALES",CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,9121835,3535088,127358640.1530035
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",10,Semestral,9121835,3645238,148585080.17850408
DISE?O DE MODAS,"DISENO INDUSTRIAL, DE MODA E INTERIORES",10,Semestral,9121835,3645238,148585080.17850408
ECONOMIA,ECONOMIA,9,Semestral,9121835,3262821,127358640.1530035
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,10154580,3333333,165407407.99181676
INGENIERIA BIOMEDICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,9121835,4157197,148585080.17850408
INGENIERIA DE SISTEMAS,TECNOLOGIAS DE LA INFORMACION  Y LA COMUNICACION (TIC) NO CLASIFICADA EN OTRA PARTE,12,Semestral,9121835,4640625,196578061.07616094
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,11,Semestral,9121835,4157197,171615767.60617223
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,12,Semestral,9121835,3809524,196578061.07616094
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,9121835,4138889,148585080.17850408
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,10,Semestral,9121835,3362637,148585080.17850408
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,12489022,2833333,203433008.29505262
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3572000,3362637,42219766.76171626
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4980000,3362637,58861824.88055627
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3572000,3362637,42219766.76171626
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3572000,3362637,42219766.76171626
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3572000,3362637,42219766.76171626
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3572000,3362637,42219766.76171626
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5364000,4076923,87373907.78034198
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5412000,4076923,88155777.20119517
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5364000,4076923,87373907.78034198
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5364000,4076923,87373907.78034198
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5924000,4076923,96495717.69029567
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5364000,4076923,87373907.78034198
ARTES PLASTICAS Y VISUALES,BELLAS ARTES,8,Semestral,5483000,3068750,64807105.58636346
BIOQUIMICA,BIOQUIMICA,9,Semestral,5678000,2916667,79275974.49293414
BIOTECNOLOGIA,BIOQUIMICA,9,Semestral,5417000,2916667,75631904.5136006
COMERCIO INTERNACIONAL,ECONOMIA,9,Semestral,3572000,3262821,49872099.48727734
COMERCIO INTERNACIONAL,ECONOMIA,9,Semestral,3572000,3262821,49872099.48727734
COMERCIO INTERNACIONAL,ECONOMIA,9,Semestral,3572000,3262821,49872099.48727734
COMERCIO INTERNACIONAL,ECONOMIA,10,Semestral,3572000,3262821,58184116.06849023
COMERCIO INTERNACIONAL,ECONOMIA,8,Semestral,3572000,3262821,42219766.76171626
COMERCIO INTERNACIONAL,ECONOMIA,8,Semestral,4980000,3262821,58861824.88055627
COMERCIO INTERNACIONAL,ECONOMIA,8,Semestral,3572000,3262821,42219766.76171626
COMERCIO INTERNACIONAL,ECONOMIA,8,Semestral,3572000,3262821,42219766.76171626
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3572000,2958333,49872099.48727734
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3572000,2958333,49872099.48727734
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3605000,2958333,50332843.96742296
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4980000,2958333,69530530.6401571
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3572000,2958333,49872099.48727734
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,3572000,2958333,58184116.06849023
DERECHO,DERECHO,10,Semestral,5869000,2761905,95599825.64556807
DERECHO,DERECHO,10,Semestral,5736000,2761905,93433395.79195407
DERECHO,DERECHO,10,Semestral,5590000,2761905,91055209.63685901
DISENO GRAFICO,BELLAS ARTES,8,Semestral,5583000,3068750,65989069.94139471
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,5583000,3645238,65989069.94139471
ECONOMIA,ECONOMIA,8,Semestral,4980000,3262821,58861824.88055627
ENFERMERIA,MEDICINA,8,Semestral,7492000,3500000,88552769.47894128
