NOMBRE_DEL_PROGRAMA,CINE_F_2013_AC_CAMPO_DETALLADO,NÚMERO_PERIODOS_DE_DURACIÓN,PERIODICIDAD,COSTO_MATRÍCULA_ESTUD_NUEVOS,MEDIANA_SALARIO,costo_total_con_inflacion
ENFERMERIA,ENFERMERIA Y PARTERIA,8,Semestral,6425000,2666667,75941209.81075785
ENFERMERIA,MEDICINA,8,Semestral,6425000,3500000,75941209.81075785
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5710000,3809524,93009883.18899193
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6126000,3809524,99786084.8363861
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,6017000,3809524,84009076.87988459
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5710000,3809524,93009883.18899193
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5710000,3809524,93009883.18899193
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6158000,4076923,100307331.11695488
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5710000,4076923,93009883.18899193
INGENIERIA DE SISTEMAS Y COMPUTACION,USO DE COMPUTADORES,10,Semestral,6017000,3937500,98010589.69319868
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,4685000,4758929,55375030.033214085
INGENIERIA ELECTROMECANICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Periodos,6017000,3809524,98010589.69319868
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,5710000,4157197,93009883.18899193
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,5710000,4157197,93009883.18899193
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,5710000,4157197,93009883.18899193
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,8,Semestral,5710000,4157197,67490164.6722844
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,5760000,4157197,93824330.50238065
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,9,Semestral,6017000,4157197,84009076.87988459
INGENIERIA EN CONTROL Y AUTOMATIZACION INDUSTRIAL,ELECTRONICA Y AUTOMATIZACION,8,Semestral,6017000,4157197,71118795.24223034
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5794000,3809524,94378154.67548499
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5099000,3809524,83057337.01938176
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5099000,3809524,83057337.01938176
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5144000,3809524,83790339.60143162
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5099000,3809524,83057337.01938176
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5099000,3809524,83057337.01938176
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,8,Semestral,5710000,4138889,67490164.6722844
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,6073000,4138889,98922770.68419406
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,5710000,4138889,93009883.18899193
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,5760000,4138889,93824330.50238065
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,6017000,3809524,71118795.24223034
LICENCIATURA EN ARTES ESCENICAS,CIENCIAS DE LA EDUCACION,9,Semestral,4660000,3021412,65062705.37813897
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,8,Semestral,3869000,3021412,45730200.896159075
LICENCIATURA EN ESPANOL E INGLES,CIENCIAS DE LA EDUCACION,9,Semestral,3869000,3021412,54018799.808587916
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,8,Semestral,3869000,3021412,45730200.896159075
MEDICINA,MEDICINA,12,Semestral,15253000,3500000,328706358.4897866
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,7441000,3555556,121206049.17850946
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,7231000,3555556,117785370.46227683
MUSICA,MUSICA Y ARTES ESCENICAS,10,Semestral,7533000,3131173,122704632.2351447
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8648000,2833333,140866807.32371318
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8648000,2833333,140866807.32371318
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8648000,2833333,140866807.32371318
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8527000,2833333,138895844.8253125
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8957000,2833333,145900091.72045547
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8807000,2833333,143456749.78028932
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,8648000,2833333,140866807.32371318
OPTOMETRIA,SALUD NO CLASIFICADA EN OTRA PARTE,10,Semestral,7147000,3366667,116417098.97578378
OPTOMETRIA,SALUD NO CLASIFICADA EN OTRA PARTE,10,Semestral,7147000,3366667,116417098.97578378
PROFESIONAL EN DANZA  TEATRO,MUSICA Y ARTES ESCENICAS,9,Periodos,4523000,3131173,63149917.68783746
PSICOLOGIA,PSICOLOGIA,10,Semestral,5316000,2333333,86592038.35948882
PSICOLOGIA,PSICOLOGIA,9,Semestral,4813000,2333333,67198884.33154139
ADMINISTRACION DE EMPRESAS TURISTICA,GESTION Y ADMINISTRACION,10,Semestral,5135012,3362637,83643934.55237687
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6137243,4076923,99969221.45927468
BACTERIOLOGIA,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,7995308,3583333,130235142.40630697
ENFERMERIA,MEDICINA,8,Semestral,6491160,3500000,76723197.42804651
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5939372,3809524,96746111.3723239
LICENCIATURA EN  MATEMATICAS Y FISICA,CIENCIAS DE LA EDUCACION,8,Semestral,3167558,3021412,37439406.484940775
LICENCIATURA EN TECNOLOGIA E INFORMATICA,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,8,Semestral,3888288,3381944,45958178.1809575
NUTRICION Y DIETETICA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,7150000,3333333,99827970.69821753
PUBLICIDAD,BELLAS ARTES,9,Semestral,6079329,3068750,84879311.50724812
ADMINISTRACION DE EMPRESAS.,GESTION Y ADMINISTRACION,9,Semestral,2812045,3362637,39261642.77791176
DERECHO,DERECHO,10,Semestral,4168962,2761905,67907998.01039338
ENFERMERIA,ENFERMERIA Y PARTERIA,10,Semestral,6451325,2666667,105085286.28094982
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,5988307,3333333,97543210.95793743
MEDICINA,MEDICINA,12,Semestral,14316303,3500000,308520279.6935952
ADMINISTRACION,GESTION Y ADMINISTRACION,8,Semestral,5054000,3362637,59736478.503279395
ADMINISTRACION AMBIENTAL,CIENCIAS DEL MEDIO AMBIENTE,8,Semestral,7016000,3277778,82926619.14899252
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,9593000,3362637,113385840.57814786
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,7788000,3362637,108735697.31436616
ARQUITECTURA,ARQUITECTURA Y URBANISMO,9,Semestral,9091000,3611111,126928123.30314621
CINE,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,9806000,3050926,115903424.65436442
CINE Y COMUNICACION DIGITAL,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,9,Semestral,9806000,3050926,136910920.37296796
COMUNICACION PUBLICITARIA,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Semestral,9091000,3307292,148082810.52033725
COMUNICACION SOCIAL- PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Semestral,9635000,3307292,156943997.29000655
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4300400,2958333,60041986.7399461
CONTADURIA PUBLICA Y FINANZAS,CONTABILIDAD E IMPUESTOS,8,Semestral,5054000,2958333,59736478.503279395
DISENO DE LA COMUNICACION GRAFICA,"DISENO INDUSTRIAL, DE MODA E INTERIORES",10,Semestral,9091000,3645238,148082810.52033725
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",9,Semestral,9635000,3645238,134523426.24857703
ECONOMIA,ECONOMIA,9,Semestral,7788000,3262821,108735697.31436616
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,9,Semestral,9263000,3684524,129329579.38148096
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,9635000,3809524,134523426.24857703
INGENIERIA DE DATOS E INTELIGENCIA ARTIFICIAL,TECNOLOGIAS DE LA INFORMACION  Y LA COMUNICACION (TIC) NO CLASIFICADA EN OTRA PARTE,8,Semestral,8490000,4640625,100348773.74215315
INGENIERIA DE DATOS E INTELIGENCIA ARTIFICIAL,TECNOLOGIAS DE LA INFORMACION  Y LA COMUNICACION (TIC) NO CLASIFICADA EN OTRA PARTE,8,Semestral,8490000,4640625,100348773.74215315
INGENIERIA DE MANUFACTURA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,8490000,3809524,100348773.74215315
INGENIERIA DE MANUFACTURA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,8490000,3809524,100348773.74215315
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,10,Semestral,8490000,3857143,138293153.81340483
INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,9,Semestral,9091000,4157197,126928123.30314621
INGENIERIA EMPRESARIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,8490000,3809524,100348773.74215315
INGENIERIA EMPRESARIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,8490000,3809524,100348773.74215315
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,9091000,3809524,126928123.30314621
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,5155000,3809524,71973872.58032326
INGENIERIA INFORMATICA,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,5109700,4758929,83231628.74444695
INGENIERIA INFORMATICA,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,9,Semestral,9091000,4758929,126928123.30314621
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,9,Semestral,8490000,4138889,118536988.98291843
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,9635000,3809524,134523426.24857703
INGENIERIA MULTIMEDIA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,9263000,3809524,129329579.38148096
MERCADEO GLOBAL,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,5054000,3579710,59736478.503279395
MERCADEO Y NEGOCIOS INTERNACIONALES,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,8948000,3579710,124931563.88918187
NARRATIVAS Y ENTRETENIMIENTO DIGITAL,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,8490000,3050926,100348773.74215315
PUBLICIDAD EN MEDIOS DIGITALES,BELLAS ARTES,8,Semestral,4921000,3068750,58164465.91108783
PUBLICIDAD EN MEDIOS DIGITALES,BELLAS ARTES,8,Semestral,9091000,3068750,107452379.51589097
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,5448800,3362637,76075894.64901365
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,5448800,3555556,76075894.64901365
ADMINISTRACION FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,5448800,3141667,76075894.64901365
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6268600,4076923,102108888.57417072
BIOLOGIA AMBIENTAL,BIOLOGIA,9,Semestral,6076400,3444444,84838416.94414671
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Semestral,5792400,3307292,94352092.36145656
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4835700,2958333,67515820.6860658
DERECHO,DERECHO,10,Semestral,6056500,2761905,98654003.07077578
DISENO,"DISENO INDUSTRIAL, DE MODA E INTERIORES",9,Semestral,6076400,3645238,84838416.94414671
ECONOMIA,ECONOMIA,9,Semestral,4900800,3262821,68424743.88780761
INGENIERIA  CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6076400,4076923,98978153.10150449
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,6076400,4157197,98978153.10150449
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,6076400,4157197,98978153.10150449
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6076400,3809524,98978153.10150449
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,6076400,4138889,98978153.10150449
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,5268700,3579710,73561346.74373408
PSICOLOGIA,PSICOLOGIA,9,Semestral,5854300,2333333,81737466.97322725
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,6611052,3362637,92303203.54411082
ARQUITECTURA,ARQUITECTURA Y URBANISMO,10,Semestral,6882969,3611111,112116312.20375703
CIENCIA DE DATOS,ESTADISTICA,9,Semestral,7504000,3625000,104770502.39432508
CIENCIA POLITICA Y RELACIONES INTERNACIONALES,CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,5738232,3535088,80116930.9028775
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,6759879,3307292,94381119.26370573
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4308884,2958333,60160439.957205355
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,2600000,2958333,36301080.25389728
DERECHO,DERECHO,10,Semestral,5993263,2761905,97623938.97564052
ECONOMIA,ECONOMIA,9,Semestral,5164046,3262821,72100172.41569893
FINANZAS Y NEGOCIOS INTERNACIONALES,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,6611052,3141667,92303203.54411082
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6745848,3809524,109882755.60257354
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6745848,3809524,109882755.60257354
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6745848,4076923,109882755.60257354
INGENIERIA DE SISTEMAS Y COMPUTACION,USO DE COMPUTADORES,10,Semestral,6011031,3937500,97913360.97292633
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,10,Semestral,6745848,3857143,109882755.60257354
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,6745848,4157197,109882755.60257354
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,7504014,3809524,122232480.838627
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,7159841,4138889,116626265.33480828
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,7159841,3809524,116626265.33480828
INGENIERIA NAVAL,"VEHICULOS, BARCOS Y AERONAVES DE MOTOR",10,Semestral,7159841,3777778,116626265.33480828
INGENIERIA QUIMICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6745848,3809524,109882755.60257354
MARKETING Y TRANSFORMACION DIGITAL,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,6611000,3579710,78139663.51111597
PSICOLOGIA,PSICOLOGIA,9,Semestral,6820289,2333333,95224560.90145108
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4883000,3362637,57715319.45617596
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,8040000,3362637,95029934.14451253
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4878000,4076923,79457479.89420362
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,4630000,3307292,54724949.637946896
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,4041000,2958333,47763179.58681283
DERECHO,DERECHO,10,Semestral,8364000,2761905,136240746.58366525
DERECHO,DERECHO,10,Semestral,4685000,2761905,76313713.26452316
ENFERMERIA,MEDICINA,8,Semestral,7382000,3500000,87252608.6884069
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,6053000,3333333,84511707.22186163
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,9,Semestral,5981000,4076923,83506446.53790756
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,5148000,4157197,71876138.9027166
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,9,Semestral,5762000,3857143,80448778.62421389
INGENIERIA ELECTROMECANICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5762000,3809524,93856908.3949162
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,4883000,3809524,68176221.10760786
INSTRUMENTACION QUIRURGICA,SALUD NO CLASIFICADA EN OTRA PARTE,8,Semestral,6417000,3366667,75846652.66235533
MEDICINA,MEDICINA,12,Semestral,17516000,3500000,377474632.87924355
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,4883000,3362637,57715319.45617596
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,10898000,2833333,177516936.42620564
PSICOLOGIA,PSICOLOGIA,10,Semestral,4357000,2333333,70970938.88869315
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,4124000,3222222,48744210.00148877
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,4124000,3222222,48744210.00148877
ADMINISTRACION DE EMPRESAS TURISTICAS Y HOTELERAS,GESTION Y ADMINISTRACION,9,Semestral,3808000,3362637,53167120.61801571
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,8,Semestral,4278000,3555556,50564435.108236894
BIOLOGIA MARINA,BIOLOGIA,10,Semestral,5254000,3444444,85582123.69088681
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3508000,2958333,48978534.434873715
DERECHO,DERECHO,9,Semestral,5219000,2761905,72867437.6327269
ENFERMERIA,MEDICINA,9,Semestral,5446000,3500000,76036801.17797099
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,4640000,3333333,75580710.68247332
INGENIERIA CIVIL (POR CICLOS PROPEDEUTICOS),CONSTRUCCION E INGENIERIA CIVIL,9,Semestral,4695000,4076923,65551373.7661722
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,2759000,4157197,38521030.93096253
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,2927000,3809524,47677745.725775726
MEDICINA,MEDICINA,12,Semestral,16749000,3500000,360945571.25453585
NUTRICI?N Y DIET?TICA,SALUD NO CLASIFICADA EN OTRA PARTE,10,Semestral,5290000,3366667,86168525.75652668
ODONTOLOGIA,ODONTOLOGIA Y ESTUDIOS DENTALES,10,Semestral,9070000,2833333,147740742.64871398
OPTOMETRIA,SALUD NO CLASIFICADA EN OTRA PARTE,10,Semestral,7451000,3366667,121368938.6411872
PROFESIONAL EN GASTRONOMIA,"HOTELERIA, RESTAURANTES Y SERVICIOS DE BANQUETES",9,Semestral,5550000,3284722,77488844.38812688
PSICOLOGIA,PSICOLOGIA,10,Semestral,5625000,2333333,91625322.75623111
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,4698630,3362637,55536131.77480484
CIENCIAS AMBIENTALES,CIENCIAS DEL MEDIO AMBIENTE,8,Semestral,4612050,3277778,54512787.036218785
CIENCIAS DEL DEPORTE,DEPORTES,10,Semestral,5474520,3277778,89174162.12185642
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,4698630,2958333,65602055.65898822
DERECHO,DERECHO,10,Semestral,4623150,2761905,75306241.93786131
ENFERMERIA,ENFERMERIA Y PARTERIA,9,Semestral,7044060,2666667,98348841.29741064
FINANZAS,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,4698630,3141667,65602055.65898822
INGENIERIA AGRONOMICA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,6726600,3391667,109569225.96481141
INGENIERIA COMERCIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5868570,3809524,95592821.39867292
INGENIERIA GEOGRAFICA Y AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,7372620,3809524,120092211.03271905
MEDICINA,MEDICINA,12,Semestral,17590170,3500000,379073016.8436563
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,7126200,3555556,116078288.89341407
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,4698630,3579710,55536131.77480484
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,8,Semestral,4698630,3362637,55536131.77480484
QUIMICA,QUIMICA,9,Semestral,7381169,3305556,103055541.62945336
QUIMICA FARMACEUTICA,QUIMICA,10,Semestral,7465860,3305556,121610992.38272633
ZOOTECNIA,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIAS RELATIVOS A AGROPECUARIO, SILVICULTURA, PESCA Y VETERINARIA",10,Semestral,6473520,4366667,105446819.44336307
ADMINISTRACION POLICIAL,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Cuatrimestral,3480000,3555556,90775479.13147618
CRIMINALISTICA,DERECHO,10,Periodos,3480000,2761905,56685533.011854984
ADMINISTRACION DE EMPRESAS TURISTICAS,GESTION Y ADMINISTRACION,9,Semestral,2358667,3362637,32931600.02277659
ARQUITECTURA,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,2358667,4076923,38420200.02657269
BACTERIOLOGIA Y LABORATORIO CLINICO,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,8,Semestral,2358667,3583333,27878603.193884943
BIOTECNOLOG?A,BIOQUIMICA,9,Semestral,2358667,2916667,32931600.02277659
CONSTRUCCIONES CIVILES,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,2358667,4076923,38420200.02657269
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,2358667,3809524,38420200.02657269
INGENIERIA COMERCIAL,VENTAS AL POR MAYOR Y AL POR MENOR,10,Semestral,2900000,3777778,47237944.17654582
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,8,Semestral,1914000,3021412,22622797.755298134
PLANEACION Y DESARROLLO SOCIAL,TRABAJO SOCIAL,10,Semestral,2358667,3222222,38420200.02657269
PROFESIONAL EN GASTRONOMIA Y CULINARIA,"HOTELERIA, RESTAURANTES Y SERVICIOS DE BANQUETES",8,Semestral,5498400,3284722,64989128.09703827
ARTES PLASTICAS,BELLAS ARTES,10,Semestral,1243000,3068750,20247160.210843604
DISE?O GRAFICO,BELLAS ARTES,10,Semestral,1243000,3068750,20247160.210843604
INTERPRETACION MUSICAL,MUSICA Y ARTES ESCENICAS,8,Semestral,1243000,3131173,14691816.933038443
LICENCIATURA EN ARTES ESCENICAS,CIENCIAS DE LA EDUCACION,10,Semestral,1243000,3021412,20247160.210843604
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,1430000,3555556,19965594.139643505
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,1430000,3307292,19965594.139643505
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,1430000,3809524,19965594.139643505
INGENIERIA AGRONOMICA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,1430000,3391667,23293193.16291742
INGENIERIA AMBIENTAL Y DE SANEAMIENTO,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,1430000,3684524,23293193.16291742
